file_name,bridge_angle,dlman,Fr_ini,plates,cubes,logs,Q[dm],batch,H_up,H_down,H_up_corr,H_down_corr,pic_side,pic_top,dh,dh_d0,rel_BW,carpet_length_avg,carpet_length_max,exp_id,volume
,0,0.0186046261988786,0.55,0,0,1,18.6,4.0,168,13.5,162,81,940,584,81,0.6446700507614214,0.6446700507614214,57,67,63,4.24
N3_R_2P_F0.48_h0.9_25P0C75L_0HR_R1_4L_0HW_0Deg,0,0.016236764682657685,0.48,0.25,0,0.75,16.2,0.0,103,14,97,86,,,11,0.0,,,,64,0
dried debris,0,0.016236764682657685,0.48,0.25,0,0.75,16.2,1.0,130,14,124,86,941,585,38,0.27835051546391754,,,,64,1.06
,0,0.016236764682657685,0.48,0.25,0,0.75,16.2,2.0,157,13.9,151,85,942,586,66,0.5567010309278351,,,,64,2.12
,0,0.016236764682657685,0.48,0.25,0,0.75,16.2,3.0,160,13.9,154,85,943,587,69,0.5876288659793815,,,,64,3.18
,0,0.016236764682657685,0.48,0.25,0,0.75,16.2,4.0,163,13.9,157,85,944,588,72,0.6185567010309279,0.6185567010309279,53,69,64,4.24
N3_R_2P_F0.48_h0.9_0P25C75L_0HR_R1_4L_0HW_0Deg,0,0.016236764682657685,0.48,0,0.25,0.75,16.2,0.0,103,14.1,97,87,,,10,0.0,,,,65,0
dried debris,0,0.016236764682657685,0.48,0,0.25,0.75,16.2,1.0,146,14.1,140,87,945,589,53,0.44329896907216493,,,,65,1.06
,0,0.016236764682657685,0.48,0,0.25,0.75,16.2,2.0,157,13.9,151,85,946,590,66,0.5567010309278351,,,,65,2.12
,0,0.016236764682657685,0.48,0,0.25,0.75,16.2,3.0,159,13.6,153,82,947,591,71,0.5773195876288659,,,,65,3.18
,0,0.016236764682657685,0.48,0,0.25,0.75,16.2,4.0,159,13.6,153,82,948,592,71,0.5773195876288659,0.5773195876288659,56,72,65,4.24
N3_R_2P_F0.48_h0.9_25P0C75L_0HR_R1_4L_0HW_0Deg,0,0.016236764682657685,0.48,0.25,0,0.75,16.2,0.0,103,14.1,97,87,,,10,0.0,,,,66,0
dried debris,0,0.016236764682657685,0.48,0.25,0,0.75,16.2,1.0,138,14,132,86,949,593,46,0.36082474226804123,,,,66,1.06
,0,0.016236764682657685,0.48,0.25,0,0.75,16.2,2.0,154,14,148,86,950,594,62,0.5257731958762887,,,,66,2.12
,0,0.016236764682657685,0.48,0.25,0,0.75,16.2,3.0,160,14,154,86,952,596,68,0.5876288659793815,,,,66,3.18
,0,0.016236764682657685,0.48,0.25,0,0.75,16.2,4.0,160.5,13.9,154.5,85,953,597,69.5,0.5927835051546392,0.5927835051546392,51,70,66,4.24
N3_R_2P_F0.48_h0.9_0P25C75L_0HR_R1_4L_0HW_0Deg,0,0.016236764682657685,0.48,0,0.25,0.75,16.2,0.0,102.5,13.9,96.5,85,,,11.5,0.0,,,,67,0
dried debris,0,0.016236764682657685,0.48,0,0.25,0.75,16.2,1.0,139,13.9,133,85,954,598,48,0.37823834196891193,,,,67,1.06
,0,0.016236764682657685,0.48,0,0.25,0.75,16.2,2.0,151,13.9,145,85,955,599,60,0.5025906735751295,,,,67,2.12
,0,0.016236764682657685,0.48,0,0.25,0.75,16.2,3.0,152,13.8,146,84,956,600,62,0.5129533678756477,,,,67,3.18
,0,0.016236764682657685,0.48,0,0.25,0.75,16.2,4.0,153,13.9,147,85,957,601,62,0.5233160621761658,0.5233160621761658,50,60,67,4.24
N3_R_2P_F0.48_h0.9_0P0C100L_0HR_R1_4L_0HW_0Deg,0,0.016236764682657685,0.48,0,0,1,16.2,0.0,102.5,13.9,96.5,85,,,11.5,0.0,,,,68,0
dried debris,0,0.016236764682657685,0.48,0,0,1,16.2,1.0,130.5,14.2,124.5,87.99999999999999,958,602,36.500000000000014,0.29015544041450775,,,,68,1.06
,0,0.016236764682657685,0.48,0,0,1,16.2,2.0,157.5,13.6,151.5,82,959,603,69.5,0.5699481865284974,,,,68,2.12
,0,0.016236764682657685,0.48,0,0,1,16.2,3.0,160,13.7,154,82.99999999999999,960,604,71.00000000000001,0.5958549222797928,,,,68,3.18
,0,0.016236764682657685,0.48,0,0,1,16.2,4.0,161,13.7,155,82.99999999999999,961,605,72.00000000000001,0.6062176165803109,0.6062176165803109,60,66,68,4.24
N3_R_2P_F0.48_h0.9_0P0C100L_0HR_R1_4L_0HW_0Deg,0,0.016236764682657685,0.48,0,0,1,16.2,0.0,102.5,13.9,96.5,85,,,11.5,0.0,,,,69,0
dried debris,0,0.016236764682657685,0.48,0,0,1,16.2,1.0,148,14.1,142,87,962,606,55,0.47150259067357514,,,,69,1.06
,0,0.016236764682657685,0.48,0,0,1,16.2,2.0,155,13.9,149,85,963,607,64,0.5440414507772021,,,,69,2.12
,0,0.016236764682657685,0.48,0,0,1,16.2,3.0,156.5,14,150.5,86,964,608,64.5,0.5595854922279793,,,,69,3.18
,0,0.016236764682657685,0.48,0,0,1,16.2,4.0,158,14,152,86,965,609,66,0.5751295336787565,0.5751295336787565,54,79,69,4.24
N3_R_2P_F0.4_h0.9_0P25C75L_0HR_R1_4L_0HW_0Deg,0,0.013530637235548072,0.4,0,0.25,0.75,13.5,0.0,102.5,14.4,96.5,90,,,6.5,0.0,,,,70,0
dried debris,0,0.013530637235548072,0.4,0,0.25,0.75,13.5,1.0,110,14.4,104,90,966,610,14,0.07772020725388601,,,,70,1.06
,0,0.013530637235548072,0.4,0,0.25,0.75,13.5,2.0,132,14.3,126,89,967,612,37,0.30569948186528495,,,,70,2.12
,0,0.013530637235548072,0.4,0,0.25,0.75,13.5,3.0,138,14.2,132,87.99999999999999,968,613,44.000000000000014,0.36787564766839376,,,,70,3.18
,0,0.013530637235548072,0.4,0,0.25,0.75,13.5,4.0,142,14.2,136,87.99999999999999,969,614,48.000000000000014,0.40932642487046633,0.40932642487046633,51,67,70,4.24
N3_R_2P_F0.4_h0.9_25P0C75L_0HR_R1_4L_0HW_0Deg,0,0.013530637235548072,0.4,0.25,0,0.75,13.5,0.0,102.5,14.4,96.5,90,,,6.5,0.0,,,,71,0
dried debris,0,0.013530637235548072,0.4,0.25,0,0.75,13.5,1.0,134,14.1,128,87,970,615,41,0.32642487046632124,,,,71,1.06
,0,0.013530637235548072,0.4,0.25,0,0.75,13.5,2.0,141,14.1,135,87,971,616,48,0.39896373056994816,,,,71,2.12
,0,0.013530637235548072,0.4,0.25,0,0.75,13.5,3.0,155,13.6,149,82,972,617,67,0.5440414507772021,,,,71,3.18
,0,0.013530637235548072,0.4,0.25,0,0.75,13.5,4.0,157,13.7,151,82.99999999999999,973,618,68.00000000000001,0.5647668393782384,0.5647668393782384,64,74,71,4.24
N3_R_2P_F0.4_h0.9_0P25C75L_0HR_R1_4L_0HW_0Deg,0,0.013530637235548072,0.4,0,0.25,0.75,13.5,0.0,103,14.4,97,90,,,7,0.0,,,,72,0
dried debris,0,0.013530637235548072,0.4,0,0.25,0.75,13.5,1.0,128,14.3,122,89,974,619,33,0.25773195876288657,,,,72,1.06
,0,0.013530637235548072,0.4,0,0.25,0.75,13.5,2.0,144,14.3,138,89,975,620,49,0.422680412371134,,,,72,2.12
,0,0.013530637235548072,0.4,0,0.25,0.75,13.5,3.0,144,14.3,138,89,976,621,49,0.422680412371134,,,,72,3.18
,0,0.013530637235548072,0.4,0,0.25,0.75,13.5,4.0,144,14.3,138,89,977,622,49,0.422680412371134,0.422680412371134,47,58,72,4.24
N3_R_2P_F0.4_h0.9_25P0C75L_0HR_R1_4L_0HW_0Deg,0,0.013530637235548072,0.4,0.25,0,0.75,13.5,0.0,102.5,14.4,96.5,90,,,6.5,0.0,,,,73,0
dried debris,0,0.013530637235548072,0.4,0.25,0,0.75,13.5,1.0,129,14.2,123,87.99999999999999,978,623,35.000000000000014,0.27461139896373055,,,,73,1.06
,0,0.013530637235548072,0.4,0.25,0,0.75,13.5,2.0,132,14.2,126,87.99999999999999,979,624,38.000000000000014,0.30569948186528495,,,,73,2.12
,0,0.013530637235548072,0.4,0.25,0,0.75,13.5,3.0,140,14.1,134,87,980,625,47,0.38860103626943004,,,,73,3.18
,0,0.013530637235548072,0.4,0.25,0,0.75,13.5,4.0,141,14.1,135,87,981,626,48,0.39896373056994816,0.39896373056994816,58,73,73,4.24
N3_R_2P_F0.4_h0.9_25P0C75L_0HR_R1_4L_0HW_0Deg,0,0.013530637235548072,0.4,0.25,0,0.75,13.5,0.0,103,14.4,97,90,,,7,0.0,,,,74,0
dried debris,0,0.013530637235548072,0.4,0.25,0,0.75,13.5,1.0,138,14.3,132,89,982,627,43,0.36082474226804123,,,,74,1.06
,0,0.013530637235548072,0.4,0.25,0,0.75,13.5,2.0,141,14.3,135,89,983,628,46,0.3917525773195876,,,,74,2.12
,0,0.013530637235548072,0.4,0.25,0,0.75,13.5,3.0,147,14.3,141,89,984,629,52,0.4536082474226804,,,,74,3.18
,0,0.013530637235548072,0.4,0.25,0,0.75,13.5,4.0,146,14.3,140,89,985,630,51,0.44329896907216493,0.44329896907216493,66,88,74,4.24
N3_R_2P_F0.4_h0.9_0P0C100L_0HR_R1_4L_0HW_0Deg,0,0.013530637235548072,0.4,0,0,1,13.5,0.0,99,14.4,93,90,,,3,0.0,,,,75,0
dried debris,0,0.013530637235548072,0.4,0,0,1,13.5,1.0,114,14.2,108,87.99999999999999,986,631,20.000000000000014,0.16129032258064516,,,,75,1.06
,0,0.013530637235548072,0.4,0,0,1,13.5,2.0,130.5,14,124.5,86,987,632,38.5,0.3387096774193548,,,,75,2.12
,0,0.013530637235548072,0.4,0,0,1,13.5,3.0,133.5,14,127.5,86,988,633,41.5,0.3709677419354839,,,,75,3.18
,0,0.013530637235548072,0.4,0,0,1,13.5,4.0,134,14.1,128,87,989,634,41,0.3763440860215054,0.3763440860215054,57,68,75,4.24
N3_R_2P_F0.4_h0.9_0P0C100L_0HR_R1_4L_0HW_0Deg,0,0.013530637235548072,0.4,0,0,1,13.5,0.0,99,14.4,93,90,,,3,0.0,,,,76,0
dried debris,0,0.013530637235548072,0.4,0,0,1,13.5,1.0,127,14.2,121,87.99999999999999,990,635,33.000000000000014,0.3010752688172043,,,,76,1.06
,0,0.013530637235548072,0.4,0,0,1,13.5,2.0,135,14.2,129,87.99999999999999,991,636,41.000000000000014,0.3870967741935484,,,,76,2.12
,0,0.013530637235548072,0.4,0,0,1,13.5,3.0,140,14.2,134,87.99999999999999,992,637,46.000000000000014,0.44086021505376344,,,,76,3.18
,0,0.013530637235548072,0.4,0,0,1,13.5,4.0,143,14.2,137,87.99999999999999,993,638,49.000000000000014,0.4731182795698925,0.4731182795698925,58,67,76,4.24
N3_R_2P_F0.4_h0.9_0P0C100L_0HR_R1_4L_0HW_0Deg,0,0.013530637235548072,0.4,0,0,1,13.5,0.0,99,14.4,93,90,,,3,0.0,,,,77,0
dried debris,0,0.013530637235548072,0.4,0,0,1,13.5,1.0,120,14.3,114,89,994,639,25,0.22580645161290322,,,,77,1.06
,0,0.013530637235548072,0.4,0,0,1,13.5,2.0,138,14.1,132,87,995,640,45,0.41935483870967744,,,,77,2.12
,0,0.013530637235548072,0.4,0,0,1,13.5,3.0,139,14.1,133,87,996,641,46,0.43010752688172044,,,,77,3.18
,0,0.013530637235548072,0.4,0,0,1,13.5,4.0,139.5,,133.5,-54,X,X,187.5,0.43548387096774194,0.43548387096774194,68,81,77,4.24
N3_R_2P_F0.28_h0.9_25P0C75L_0HR_R1_4L_0HW_0Deg,0,0.009471446064883652,0.28,0.25,0,0.75,9.5,0.0,96,14.4,90,90,,,0,0.0,,,,78,0
dried debris,0,0.009471446064883652,0.28,0.25,0,0.75,9.5,1.0,105,14.4,99,90,997,643,9,0.1,,,,78,1.06
,0,0.009471446064883652,0.28,0.25,0,0.75,9.5,2.0,113,14.3,107,89,998,644,18,0.18888888888888888,,,,78,2.12
,0,0.009471446064883652,0.28,0.25,0,0.75,9.5,3.0,114,14.3,108,89,999,645,19,0.2,,,,78,3.18
,0,0.009471446064883652,0.28,0.25,0,0.75,9.5,4.0,116,14.3,110,89,1000,646,21,0.2222222222222222,0.2222222222222222,65,80,78,4.24
N3_R_2P_F0.28_h0.9_0P25C75L_0HR_R1_4L_0HW_0Deg,0,0.009471446064883652,0.28,0,0.25,0.75,9.5,0.0,96,14.3,90,89,,,1,0.0,,,,79,0
dried debris,0,0.009471446064883652,0.28,0,0.25,0.75,9.5,1.0,100,14.3,94,89,1001,647,5,0.044444444444444446,,,,79,1.06
,0,0.009471446064883652,0.28,0,0.25,0.75,9.5,2.0,102,14.3,96,89,1002,648,7,0.06666666666666667,,,,79,2.12
,0,0.009471446064883652,0.28,0,0.25,0.75,9.5,3.0,103,14.3,97,89,1003,649,8,0.07777777777777778,,,,79,3.18
,0,0.009471446064883652,0.28,0,0.25,0.75,9.5,4.0,105,14.3,99,89,-,x,10,0.1,0.1,71,81,79,4.24
N3_R_2P_F0.28_h0.9_0P0C100L_0HR_R1_4L_0HW_0Deg,0,0.009471446064883652,0.28,0,0,1,9.5,0.0,97,14.3,91,89,,,2,0.0,,,,80,0
dried debris,0,0.009471446064883652,0.28,0,0,1,9.5,1.0,102,14.3,96,89,1004,650,7,0.054945054945054944,,,,80,1.06
,0,0.009471446064883652,0.28,0,0,1,9.5,2.0,103,14.3,97,89,1005,651,8,0.06593406593406594,,,,80,2.12
,0,0.009471446064883652,0.28,0,0,1,9.5,3.0,104,14.3,98,89,1006,652,9,0.07692307692307693,,,,80,3.18
,0,0.009471446064883652,0.28,0,0,1,9.5,4.0,105,14.3,99,89,1007,653,10,0.08791208791208792,0.08791208791208792,95,103,80,4.24
N3_R_2P_F0.28_h0.9_25P0C75L_0HR_R1_4L_0HW_0Deg,0,0.009471446064883652,0.28,0.25,0,0.75,9.5,0.0,96,14.4,90,90,,,0,0.0,,,,81,0
dried debris,0,0.009471446064883652,0.28,0.25,0,0.75,9.5,1.0,102,14.3,96,89,1008,654,7,0.06666666666666667,,,,81,1.06
,0,0.009471446064883652,0.28,0.25,0,0.75,9.5,2.0,111,14.2,105,87.99999999999999,1009,655,17.000000000000014,0.16666666666666666,,,,81,2.12
,0,0.009471446064883652,0.28,0.25,0,0.75,9.5,3.0,112,14.2,106,87.99999999999999,1010,656,18.000000000000014,0.17777777777777778,,,,81,3.18
,0,0.009471446064883652,0.28,0.25,0,0.75,9.5,4.0,115,14.2,109,87.99999999999999,1011,657,21.000000000000014,0.2111111111111111,0.2111111111111111,68,84,81,4.24
N3_R_2P_F0.55_h0.9_25P0C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.0186046261988786,0.55,0.25,0,0.75,18.6,0.0,101.5,14.3,95.5,89,,,6.5,0.0,,,,82,0
dried debris,22.5,0.0186046261988786,0.55,0.25,0,0.75,18.6,1.0,148,14.3,142,89,1012,658,53,0.4869109947643979,,,,82,1.06
,22.5,0.0186046261988786,0.55,0.25,0,0.75,18.6,2.0,152.5,13.6,146.5,82,1013,659,64.5,0.5340314136125655,,,,82,2.12
,22.5,0.0186046261988786,0.55,0.25,0,0.75,18.6,3.0,163,13.6,157,82,1014,660,75,0.643979057591623,,,,82,3.18
,22.5,0.0186046261988786,0.55,0.25,0,0.75,18.6,4.0,166.5,13.9,160.5,85,1015,661,75.5,0.680628272251309,0.680628272251309,61,83,82,4.24
N3_R_2P_F0.55_h0.9_0P25C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.0186046261988786,0.55,0,0.25,0.75,18.6,0.0,101.5,14.3,95.5,89,,,6.5,0.0,,,,83,0
dried debris,22.5,0.0186046261988786,0.55,0,0.25,0.75,18.6,1.0,140,13.9,134,85,1016,662,49,0.4031413612565445,,,,83,1.06
,22.5,0.0186046261988786,0.55,0,0.25,0.75,18.6,2.0,153,13.8,147,84,1017,663,63,0.5392670157068062,,,,83,2.12
,22.5,0.0186046261988786,0.55,0,0.25,0.75,18.6,3.0,155,13.8,149,84,1018,664,65,0.5602094240837696,,,,83,3.18
,22.5,0.0186046261988786,0.55,0,0.25,0.75,18.6,4.0,155.5,13.8,149.5,84,1019,665,65.5,0.5654450261780105,0.5654450261780105,58,79,83,4.24
N3_R_2P_F0.55_h0.9_25P0C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.0186046261988786,0.55,0.25,0,0.75,18.6,0.0,101.5,14.3,95.5,89,,,6.5,0.0,,,,84,0
dried debris,22.5,0.0186046261988786,0.55,0.25,0,0.75,18.6,1.0,140,13.7,134,82.99999999999999,1020,666,51.000000000000014,0.4031413612565445,,,,84,1.06
,22.5,0.0186046261988786,0.55,0.25,0,0.75,18.6,2.0,159,14,153,86,1021,667,67,0.6020942408376964,,,,84,2.12
,22.5,0.0186046261988786,0.55,0.25,0,0.75,18.6,3.0,163.5,14,157.5,86,1022,668,71.5,0.6492146596858639,,,,84,3.18
,22.5,0.0186046261988786,0.55,0.25,0,0.75,18.6,4.0,165.5,14.2,159.5,87.99999999999999,1023,669,71.50000000000001,0.6701570680628273,0.6701570680628273,55,70,84,4.24
N3_R_2P_F0.55_h0.9_0P25C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.0186046261988786,0.55,0,0.25,0.75,18.6,0.0,101.5,14.3,95.5,89,,,6.5,0.0,,,,85,0
dried debris,22.5,0.0186046261988786,0.55,0,0.25,0.75,18.6,1.0,132,13.8,126,84,1024,670,42,0.3193717277486911,,,,85,1.06
,22.5,0.0186046261988786,0.55,0,0.25,0.75,18.6,2.0,140,13.9,134,85,1025,671,49,0.4031413612565445,,,,85,2.12
,22.5,0.0186046261988786,0.55,0,0.25,0.75,18.6,3.0,144,13.8,138,84,1026,672,54,0.44502617801047123,,,,85,3.18
,22.5,0.0186046261988786,0.55,0,0.25,0.75,18.6,4.0,161,13.8,155,84,1027,673,71,0.6230366492146597,0.6230366492146597,46,52,85,4.24
N3_R_2P_F0.55_h0.9_0P0C100L_0HR_R1_4L_0HW_22.5Deg,22.5,0.0186046261988786,0.55,0,0,1,18.6,0.0,101.5,14.3,95.5,89,,,6.5,0.0,,,,86,0
dried debris,22.5,0.0186046261988786,0.55,0,0,1,18.6,1.0,131,13.8,125,84,1028,674,41,0.3089005235602094,,,,86,1.06
,22.5,0.0186046261988786,0.55,0,0,1,18.6,2.0,140,13.8,134,84,1029,675,50,0.4031413612565445,,,,86,2.12
,22.5,0.0186046261988786,0.55,0,0,1,18.6,3.0,156,13.6,150,82,1030,676,68,0.5706806282722513,,,,86,3.18
,22.5,0.0186046261988786,0.55,0,0,1,18.6,4.0,162,13.6,156,82,1031,677,74,0.6335078534031413,0.6335078534031413,48,55,86,4.24
N3_R_2P_F0.55_h0.9_0P0C100L_0HR_R1_4L_0HW_22.5Deg,22.5,0.0186046261988786,0.55,0,0,1,18.6,0.0,101.5,14.3,95.5,89,,,6.5,0.0,,,,87,0
dried debris,22.5,0.0186046261988786,0.55,0,0,1,18.6,1.0,149,13.8,143,84,1032,678,59,0.4973821989528796,,,,87,1.06
,22.5,0.0186046261988786,0.55,0,0,1,18.6,2.0,160,13.8,154,84,1033,679,70,0.612565445026178,,,,87,2.12
,22.5,0.0186046261988786,0.55,0,0,1,18.6,3.0,162,13.6,156,82,1034,680,74,0.6335078534031413,,,,87,3.18
,22.5,0.0186046261988786,0.55,0,0,1,18.6,4.0,162,13.6,156,82,1035,681,74,0.6335078534031413,0.6335078534031413,52,72,87,4.24
N3_R_2P_F0.4_h0.9_25P0C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.013530637235548072,0.4,0.25,0,0.75,13.5,0.0,99.5,14.4,93.5,90,,,3.5,0.0,,,,88,0
dried debris,22.5,0.013530637235548072,0.4,0.25,0,0.75,13.5,1.0,128,13.8,122,84,1036,682,38,0.3048128342245989,,,,88,1.06
,22.5,0.013530637235548072,0.4,0.25,0,0.75,13.5,2.0,141,13.8,135,84,1037,683,51,0.44385026737967914,,,,88,2.12
,22.5,0.013530637235548072,0.4,0.25,0,0.75,13.5,3.0,142,13.8,136,84,1038,684,52,0.45454545454545453,,,,88,3.18
,22.5,0.013530637235548072,0.4,0.25,0,0.75,13.5,4.0,143,13.8,137,84,1039,685,53,0.46524064171123,0.46524064171123,52,65,88,4.24
N3_R_2P_F0.4_h0.9_25P0C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.013530637235548072,0.4,0.25,0,0.75,13.5,0.0,99.5,14.4,93.5,90,,,3.5,0.0,,,,89,0
dried debris,22.5,0.013530637235548072,0.4,0.25,0,0.75,13.5,1.0,131,14,125,86,1040,686,39,0.33689839572192515,,,,89,1.06
,22.5,0.013530637235548072,0.4,0.25,0,0.75,13.5,2.0,133,14,127,86,1041,687,41,0.3582887700534759,,,,89,2.12
,22.5,0.013530637235548072,0.4,0.25,0,0.75,13.5,3.0,138,14,132,86,1042,688,46,0.4117647058823529,,,,89,3.18
,22.5,0.013530637235548072,0.4,0.25,0,0.75,13.5,4.0,140,14,134,86,1043,689,48,0.43315508021390375,0.43315508021390375,62,70,89,4.24
N3_R_2P_F0.4_h0.9_0P25C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.013530637235548072,0.4,0,0.25,0.75,13.5,0.0,99.5,14.4,93.5,90,,,3.5,0.0,,,,90,0
dried debris,22.5,0.013530637235548072,0.4,0,0.25,0.75,13.5,1.0,126,14.3,120,89,1044,690,31,0.28342245989304815,,,,90,1.06
,22.5,0.013530637235548072,0.4,0,0.25,0.75,13.5,2.0,133,14.3,127,89,1045,691,38,0.3582887700534759,,,,90,2.12
,22.5,0.013530637235548072,0.4,0,0.25,0.75,13.5,3.0,139,14.3,133,89,1046,692,44,0.42245989304812837,,,,90,3.18
,22.5,0.013530637235548072,0.4,0,0.25,0.75,13.5,4.0,140,14.3,134,89,1047,693,45,0.43315508021390375,0.43315508021390375,74,80,90,4.24
N3_R_2P_F0.4_h0.9_0P25C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.013530637235548072,0.4,0,0.25,0.75,13.5,0.0,99.5,14.4,93.5,90,,,3.5,0.0,,,,91,0
dried debris,22.5,0.013530637235548072,0.4,0,0.25,0.75,13.5,1.0,113,14.4,107,90,1048,694,17,0.1443850267379679,,,,91,1.06
,22.5,0.013530637235548072,0.4,0,0.25,0.75,13.5,2.0,128,14.1,122,87,1049,695,35,0.3048128342245989,,,,91,2.12
,22.5,0.013530637235548072,0.4,0,0.25,0.75,13.5,3.0,130,14.2,124,87.99999999999999,1050,696,36.000000000000014,0.32620320855614976,,,,91,3.18
,22.5,0.013530637235548072,0.4,0,0.25,0.75,13.5,4.0,132,,126,-54,1051,697,180,0.34759358288770054,0.34759358288770054,57,67,91,4.24
N3_R_2P_F0.4_h0.9_0P0C100L_0HR_R1_4L_0HW_22.5Deg,22.5,0.013530637235548072,0.4,0,0,1,13.5,0.0,99.5,14.4,93.5,90,,,3.5,0.0,,,,92,0
dried debris,22.5,0.013530637235548072,0.4,0,0,1,13.5,1.0,122,14.2,116,87.99999999999999,1052,698,28.000000000000014,0.24064171122994651,,,,92,1.06
,22.5,0.013530637235548072,0.4,0,0,1,13.5,2.0,138,14.3,132,89,1053,699,43,0.4117647058823529,,,,92,2.12
,22.5,0.013530637235548072,0.4,0,0,1,13.5,3.0,140,14.4,134,90,1054,700,44,0.43315508021390375,,,,92,3.18
,22.5,0.013530637235548072,0.4,0,0,1,13.5,4.0,143.5,14.4,137.5,90,1055,701,47.5,0.47058823529411764,0.47058823529411764,86,99,92,4.24
N3_R_2P_F0.4_h0.9_0P0C100L_0HR_R1_4L_0HW_22.5Deg,22.5,0.013530637235548072,0.4,0,0,1,13.5,0.0,99.5,14.4,93.5,90,,,3.5,0.0,,,,93,0
dried debris,22.5,0.013530637235548072,0.4,0,0,1,13.5,1.0,116,14.4,110,90,1056,702,20,0.17647058823529413,,,,93,1.06
,22.5,0.013530637235548072,0.4,0,0,1,13.5,2.0,135,14.2,129,87.99999999999999,1057,703,41.000000000000014,0.37967914438502676,,,,93,2.12
,22.5,0.013530637235548072,0.4,0,0,1,13.5,3.0,139,14.2,133,87.99999999999999,1058,704,45.000000000000014,0.42245989304812837,,,,93,3.18
,22.5,0.013530637235548072,0.4,0,0,1,13.5,4.0,139.5,14.2,133.5,87.99999999999999,1059,705,45.500000000000014,0.42780748663101603,0.42780748663101603,x,x,93,4.24
N3_R_2P_F0.4_h0.9_0P25C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.013530637235548072,0.4,0,0.25,0.75,13.5,0.0,99.5,14.4,93.5,90,,,3.5,0.0,,,,94,0
dried debris,22.5,0.013530637235548072,0.4,0,0.25,0.75,13.5,1.0,116,14.4,110,90,1060,706,20,0.17647058823529413,,,,94,1.06
,22.5,0.013530637235548072,0.4,0,0.25,0.75,13.5,2.0,124,14.1,118,87,1061,707,31,0.2620320855614973,,,,94,2.12
,22.5,0.013530637235548072,0.4,0,0.25,0.75,13.5,3.0,128,14.2,122,87.99999999999999,1062,708,34.000000000000014,0.3048128342245989,,,,94,3.18
,22.5,0.013530637235548072,0.4,0,0.25,0.75,13.5,4.0,131,14.2,125,87.99999999999999,1063,709,37.000000000000014,0.33689839572192515,0.33689839572192515,58,62,94,4.24
N3_R_2P_F0.28_h0.9_0P25C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.009471446064883652,0.28,0,0.25,0.75,13.5,0.0,99,14.4,93,90,,,3,0.0,,,,95,0
dried debris,22.5,0.009471446064883652,0.28,0,0.25,0.75,13.5,1.0,103,14.4,97,90,1064,710,7,0.043010752688172046,,,,95,1.06
,22.5,0.009471446064883652,0.28,0,0.25,0.75,13.5,2.0,107,14.2,101,87.99999999999999,1065,711,13.000000000000014,0.08602150537634409,,,,95,2.12
,22.5,0.009471446064883652,0.28,0,0.25,0.75,13.5,3.0,111,14.2,105,87.99999999999999,1066,712,17.000000000000014,0.12903225806451613,,,,95,3.18
,22.5,0.009471446064883652,0.28,0,0.25,0.75,13.5,4.0,113,14.2,107,87.99999999999999,1067,713,19.000000000000014,0.15053763440860216,0.15053763440860216,x,x,95,4.24
N3_R_2P_F0.48_h0.9_0P0C100L_0HR_R1_4L_0HW_22.5Deg,22.5,0.016236764682657685,0.48,0,0,1,16.2,0.0,101,14.3,95,89,,,6,0.0,,,,96,0
dried debris,22.5,0.016236764682657685,0.48,0,0,1,16.2,1.0,124,14.25,118,88.5,1068,714,29.5,0.24210526315789474,,,,96,1.06
,22.5,0.016236764682657685,0.48,0,0,1,16.2,2.0,146,13.9,140,85,1069,715,55,0.47368421052631576,,,,96,2.12
,22.5,0.016236764682657685,0.48,0,0,1,16.2,3.0,156,14,150,86,1070,716,64,0.5789473684210527,,,,96,3.18
,22.5,0.016236764682657685,0.48,0,0,1,16.2,4.0,157,14,151,86,1071,717,65,0.5894736842105263,0.5894736842105263,x,x,96,4.24
N3_R_2P_F0.48_h0.9_0P0C100L_0HR_R1_4L_0HW_22.5Deg,22.5,0.016236764682657685,0.48,0,0,1,16.2,0.0,101,14.3,95,89,,,6,0.0,,,,97,0
dried debris,22.5,0.016236764682657685,0.48,0,0,1,16.2,1.0,130,14.2,124,87.99999999999999,1072,718,36.000000000000014,0.30526315789473685,,,,97,1.06
,22.5,0.016236764682657685,0.48,0,0,1,16.2,2.0,140.5,14.2,134.5,87.99999999999999,1073,719,46.500000000000014,0.41578947368421054,,,,97,2.12
,22.5,0.016236764682657685,0.48,0,0,1,16.2,3.0,142,14.3,136,89,1074,720,47,0.43157894736842106,,,,97,3.18
,22.5,0.016236764682657685,0.48,0,0,1,16.2,4.0,143.5,14.1,137.5,87,1075,721,50.5,0.4473684210526316,0.4473684210526316,58,97,97,4.24
