file_name,bridge_angle,dlman,Fr_ini,plates,cubes,logs,Q[dm],batch,H_up,H_down,H_up_corr,H_down_corr,pic_side,pic_top,dh,dh_d0,rel_BW,carpet_length_avg,carpet_length_max,exp_id,volume
N3_R_2P_F0.48_h0.9_0P25C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.016236764682657685,0.48,0,0.25,0.75,16.2,0.0,101,14.3,95,89,,,6,0.0,,,,98,0
dried debris,22.5,0.016236764682657685,0.48,0,0.25,0.75,16.2,1.0,130,14.1,124,87,1076,722,37,0.30526315789473685,,,,98,1.06
,22.5,0.016236764682657685,0.48,0,0.25,0.75,16.2,2.0,144,14.2,138,87.99999999999999,1077,723,50.000000000000014,0.45263157894736844,,,,98,2.12
,22.5,0.016236764682657685,0.48,0,0.25,0.75,16.2,3.0,149,14.1,143,87,1078,724,56,0.5052631578947369,,,,98,3.18
,22.5,0.016236764682657685,0.48,0,0.25,0.75,16.2,4.0,157.5,14.1,151.5,87,1079,725,64.5,0.5947368421052631,0.5947368421052631,42,54,98,4.24
N3_R_2P_F0.48_h0.9_0P0C100L_0HR_R1_4L_0HW_22.5Deg,22.5,0.016236764682657685,0.48,0,0,1,16.2,0.0,101,14.3,95,89,,,6,0.0,,,,99,0
dried debris,22.5,0.016236764682657685,0.48,0,0,1,16.2,1.0,123,14.2,117,87.99999999999999,1080,726,29.000000000000014,0.23157894736842105,,,,99,1.06
,22.5,0.016236764682657685,0.48,0,0,1,16.2,2.0,136,14.1,130,87,1081,727,43,0.3684210526315789,,,,99,2.12
,22.5,0.016236764682657685,0.48,0,0,1,16.2,3.0,144,14.2,138,87.99999999999999,1082,728,50.000000000000014,0.45263157894736844,,,,99,3.18
,22.5,0.016236764682657685,0.48,0,0,1,16.2,4.0,154,14,148,86,1083,729,62,0.5578947368421052,0.5578947368421052,48,62,99,4.24
N3_R_2P_F0.48_h0.9_25P0C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.016236764682657685,0.48,0.25,0,0.75,16.2,0.0,101,14.3,95,89,,,6,0.0,,,,100,0
dried debris,22.5,0.016236764682657685,0.48,0.25,0,0.75,16.2,1.0,108,14.3,102,89,1084,730,13,0.07368421052631578,,,,100,1.06
,22.5,0.016236764682657685,0.48,0.25,0,0.75,16.2,2.0,155,14.1,149,87,1085,731,62,0.5684210526315789,,,,100,2.12
,22.5,0.016236764682657685,0.48,0.25,0,0.75,16.2,3.0,158,14.25,152,88.5,1086,732,63.5,0.6,,,,100,3.18
,22.5,0.016236764682657685,0.48,0.25,0,0.75,16.2,4.0,159,14.2,153,87.99999999999999,1087,733,65.00000000000001,0.6105263157894737,0.6105263157894737,65,82,100,4.24
N3_R_2P_F0.48_h0.9_0P25C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.016236764682657685,0.48,0,0.25,0.75,16.2,0.0,101,14.3,95,89,,,6,0.0,,,,101,0
dried debris,22.5,0.016236764682657685,0.48,0,0.25,0.75,16.2,1.0,133,14.2,127,87.99999999999999,1088,734,39.000000000000014,0.3368421052631579,,,,101,1.06
,22.5,0.016236764682657685,0.48,0,0.25,0.75,16.2,2.0,139,13.9,133,85,1089,735,48,0.4,,,,101,2.12
,22.5,0.016236764682657685,0.48,0,0.25,0.75,16.2,3.0,139.5,13.9,133.5,85,1090,736,48.5,0.4052631578947368,,,,101,3.18
,22.5,0.016236764682657685,0.48,0,0.25,0.75,16.2,4.0,147,13.8,141,84,-,-,57,0.4842105263157895,0.4842105263157895,47,74,101,4.24
N3_R_2P_F0.48_h0.9_25P0C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.016236764682657685,0.48,0.25,0,0.75,16.2,0.0,101,14.3,95,89,,,6,0.0,,,,102,0
dried debris,22.5,0.016236764682657685,0.48,0.25,0,0.75,16.2,1.0,129.5,14.3,123.5,89,1091,737,34.5,0.3,,,,102,1.06
,22.5,0.016236764682657685,0.48,0.25,0,0.75,16.2,2.0,140.5,14.2,134.5,87.99999999999999,1092,738,46.500000000000014,0.41578947368421054,,,,102,2.12
,22.5,0.016236764682657685,0.48,0.25,0,0.75,16.2,3.0,144,14.2,138,87.99999999999999,1093,739,50.000000000000014,0.45263157894736844,,,,102,3.18
,22.5,0.016236764682657685,0.48,0.25,0,0.75,16.2,4.0,160,14.2,154,87.99999999999999,1094,740,66.00000000000001,0.6210526315789474,0.6210526315789474,56,64,102,4.24
N3_R_2P_F0.48_h0.9_0P25C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.016236764682657685,0.48,0,0.25,0.75,16.2,0.0,101,14.3,95,89,,,6,0.0,,,,103,0
dried debris,22.5,0.016236764682657685,0.48,0,0.25,0.75,16.2,1.0,139,14,133,86,1095,741,47,0.4,,,,103,1.06
,22.5,0.016236764682657685,0.48,0,0.25,0.75,16.2,2.0,145,14,139,86,1096,742,53,0.4631578947368421,,,,103,2.12
,22.5,0.016236764682657685,0.48,0,0.25,0.75,16.2,3.0,149,14,143,86,1097,743,57,0.5052631578947369,,,,103,3.18
,22.5,0.016236764682657685,0.48,0,0.25,0.75,16.2,4.0,150,13.9,144,85,1098,744,59,0.5157894736842106,0.5157894736842106,46,65,103,4.24
N3_R_2P_F0.28_h0.9_25P0C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.009471446064883652,0.28,0.25,0,0.75,9.5,0.0,97,14.4,91,90,,,1,0.0,,,,104,0
dried debris,22.5,0.009471446064883652,0.28,0.25,0,0.75,9.5,1.0,105,14.35,99,89.5,1099,745,9.5,0.08791208791208792,,,,104,1.06
,22.5,0.009471446064883652,0.28,0.25,0,0.75,9.5,2.0,109,14.3,103,89,1100,746,14,0.13186813186813187,,,,104,2.12
,22.5,0.009471446064883652,0.28,0.25,0,0.75,9.5,3.0,112,14.3,106,89,1101,747,17,0.16483516483516483,,,,104,3.18
,22.5,0.009471446064883652,0.28,0.25,0,0.75,9.5,4.0,115,14.3,109,89,1102,748,20,0.1978021978021978,0.1978021978021978,69,79,104,4.24
N3_R_2P_F0.28_h0.9_25P0C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.009471446064883652,0.28,0.25,0,0.75,9.5,0.0,97,14.4,91,90,,,1,0.0,,,,105,0
dried debris,22.5,0.009471446064883652,0.28,0.25,0,0.75,9.5,1.0,104,14.4,98,90,1103,749,8,0.07692307692307693,,,,105,1.06
,22.5,0.009471446064883652,0.28,0.25,0,0.75,9.5,2.0,106,14.3,100,89,1104,750,11,0.0989010989010989,,,,105,2.12
,22.5,0.009471446064883652,0.28,0.25,0,0.75,9.5,3.0,109,14.3,103,89,1105,751,14,0.13186813186813187,,,,105,3.18
,22.5,0.009471446064883652,0.28,0.25,0,0.75,9.5,4.0,111,14.3,105,89,1106,752,16,0.15384615384615385,0.15384615384615385,x,x,105,4.24
N3_R_2P_F0.28_h0.9_0P25C75L_0HR_R1_4L_0HW_22.5Deg,22.5,0.009471446064883652,0.28,0,0.25,0.75,9.5,0.0,97,14.4,91,90,,,1,0.0,,,,106,0
dried debris,22.5,0.009471446064883652,0.28,0,0.25,0.75,9.5,1.0,101,14.4,95,90,1107,753,5,0.04395604395604396,,,,106,1.06
,22.5,0.009471446064883652,0.28,0,0.25,0.75,9.5,2.0,106,14.4,100,90,1108,754,10,0.0989010989010989,,,,106,2.12
,22.5,0.009471446064883652,0.28,0,0.25,0.75,9.5,3.0,108,14.4,102,90,1109,755,12,0.12087912087912088,,,,106,3.18
,22.5,0.009471446064883652,0.28,0,0.25,0.75,9.5,4.0,109,14.3,103,89,1110,756,14,0.13186813186813187,0.13186813186813187,76,86,106,4.24
N3_R_2P_F0.28_h0.9_0P0C100L_0HR_R1_4L_0HW_22.5Deg,22.5,0.009471446064883652,0.28,0,0,1,9.5,0.0,97,14.4,91,90,,,1,0.0,,,,107,0
dried debris,22.5,0.009471446064883652,0.28,0,0,1,9.5,1.0,101,14.4,95,90,1111,757,5,0.04395604395604396,,,,107,1.06
,22.5,0.009471446064883652,0.28,0,0,1,9.5,2.0,104.5,,98.5,-54,1112,758,152.5,0.08241758241758242,,,,107,2.12
,22.5,0.009471446064883652,0.28,0,0,1,9.5,3.0,107,,101,-54,1113,759,155,0.10989010989010989,,,,107,3.18
,22.5,0.009471446064883652,0.28,0,0,1,9.5,4.0,108.5,,102.5,-54,1114,760,156.5,0.12637362637362637,0.12637362637362637,85,99,107,4.24
